name,addr,street,citystatezip,phone,type,website,lon,lat,addrtype,loctype,address,north,south,east,west
Deschutes Brewery Tasting Room Roanoke VA,"315 Market St SE, Roanoke, VA 24011",315 Market St SE,"Roanoke, VA 24011",Phone: 540-259-5204,Type: Taproom,NA,-79.93935979999999,37.27058600000001,premise,rooftop,"315 market st se, roanoke, va 24011, usa",37.2719732302915,37.2692752697085,-79.9379542697085,-79.9406522302915
Dogtown Brewing Co.,"1209 Hull St, Richmond, VA 23224",1209 Hull St,"Richmond, VA 23224",Phone: (804) 724-2337,Type: Brewpub,https://www.dogtownbrewingco.com/,-77.444526,37.5209478,premise,rooftop,"1209 hull st, richmond, va 23224, usa",37.5223185802915,37.5196206197085,-77.4432284197085,-77.44592638029151
Dragon Run Brewing,"1401 Centerville Rd, Shacklefords, VA 23156",1401 Centerville Rd,"Shacklefords, VA 23156",Phone: (804) 380-0730,Type: Taproom,www.dragonrunbrewing.com,-76.7347915,37.5489666,street_address,rooftop,"1401 centerville rd, shacklefords, va 23156, usa",37.5503155802915,37.5476176197085,-76.73344251970849,-76.73614048029151
Dynasty Brewing Company,"21140 Ashburn Crossing Ste 130-5, Ashburn, VA 20147",21140 Ashburn Crossing Ste 130-5,"Ashburn, VA 20147",Phone: (703) 727-9229,Type: Taproom,www.dynastybrewing.com,-77.449874,39.031815,subpremise,rooftop,"21140 ashburn crossing dr 130 5, ashburn, va 20147, usa",39.0331639802915,39.03046601970851,-77.44852501970848,-77.45122298029149
Dynasty Brewing Company - Leesburg,"101 Loudoun St SE, Leesburg, VA 20175",101 Loudoun St SE,"Leesburg, VA 20175",Phone: (703) 727-9229,Type: Taproom,NA,-77.56348679999999,39.1136151,premise,rooftop,"101 loudoun st se, leesburg, va 20175, usa",39.1149734802915,39.1122755197085,-77.5621455197085,-77.5648434802915
Elation Brewing,"5104 Colley Ave, Norfolk, VA 23508",5104 Colley Ave,"Norfolk, VA 23508",Phone: (757) 469-6020,Type: Brewpub,www.elation.beer,-76.2947484,36.8895664,premise,rooftop,"5104 colley ave, norfolk, va 23508, usa",36.8909717302915,36.8882737697085,-76.2934295197085,-76.2961274802915
"Elkton Brewing Co., Inc.","100 N 5th St, Elkton, VA 22827",100 N 5th St,"Elkton, VA 22827",Phone: (540) 246-1684,Type: Taproom,elktonbrewing.com,-78.6246681,38.4085014,premise,rooftop,"100 5th st, elkton, va 22827, usa",38.4098667802915,38.4071688197085,-78.62331026970848,-78.62600823029149
Escutcheon Brewing Co.,"142 W Commercial St, Winchester, VA 22601-4828",142 W Commercial St,"Winchester, VA 22601-4828",Phone: (540) 773-3042,Type: Micro,www.escutcheonbrewing.com,-78.1629676,39.1955245,premise,rooftop,"142 w commercial st, winchester, va 22601, usa",39.1968572802915,39.1941593197085,-78.16163611970849,-78.1643340802915
Extra Billys Brewery and Smokehouse,"1110 Alverser Dr, Midlothian, VA 23113-2654",1110 Alverser Dr,"Midlothian, VA 23113-2654",Phone: (804) 379-8727,Type: Brewpub,www.extrabillys.com,-77.6184839,37.5072182,premise,rooftop,"1110 alverser dr, midlothian, va 23113, usa",37.50858743029149,37.50588946970849,-77.6170973697085,-77.61979533029152
Factory Street Brewing Comoany,"210 Factory St, South Bostin, VA 24592",210 Factory St,"South Bostin, VA 24592",NA,Type: Taproom,NA,-78.9023459,36.6963888,premise,rooftop,"210 factory st, south boston, va 24592, usa",36.6976996302915,36.6950016697085,-78.90096076970849,-78.9036587302915
Fair Winds Brewing Company,"7000 Newington Rd, Lorton, VA 22079-1133",7000 Newington Rd,"Lorton, VA 22079-1133",Phone: (703) 372-2001,Type: Taproom,www.fairwindsbrewing.com,-77.1841025,38.73925450000001,premise,geometric_center,"7000 newington rd, lorton, va 22079, usa",38.7406751802915,38.7379772197085,-77.18298901970849,-77.185686980291507
Far Gohn Brewing Company,"301 S East St, Culpeper, VA 22701-3105",301 S East St,"Culpeper, VA 22701-3105",Phone: (540) 423-2089,Type: Brewpub,www.fargohnbrewing.com,-77.9949425,38.4715174,premise,rooftop,"301 s east st, culpeper, va 22701, usa",38.4728609302915,38.4701629697085,-77.99358641970849,-77.9962843802915
Final Gravity Brewing Co.,"6118 Lakeside Ave, Richmond, VA 23228",6118 Lakeside Ave,"Richmond, VA 23228",Phone: (804) 264-4808,Type: Taproom,NA,-77.4706691,37.6152098,street_address,rooftop,"6118 lakeside ave, henrico, va 23228, usa",37.6165587802915,37.6138608197085,-77.4693201197085,-77.4720180802915
Fine Creek Brewing Company,"2425 Robert E Lee Rd, Powhatan, VA 23139-4411",2425 Robert E Lee Rd,"Powhatan, VA 23139-4411",Phone: (804) 372-9786,Type: Brewpub,www.finecreekbrewing.com,-77.81765279999999,37.597805,premise,rooftop,"2425 robert e lee rd, powhatan, va 23139, usa",37.5991557802915,37.5964578197085,-77.81628631970851,-77.81898428029152
Flying Ace Farm,"40950 Flying Ace Lane, Lovettsville, VA 20180",40950 Flying Ace Lane,"Lovettsville, VA 20180",Phone: (703) 687-6561,Type: Taproom,www.flyingacefarm.com,-77.5826728,39.27703289999999,premise,rooftop,"40950 flying ace ln, lovettsville, va 20180, usa",39.27831228029149,39.2756143197085,-77.5814017197085,-77.5840996802915
"Front Royal Brewing Company, LLC","122 E Main St, Front Royal, VA 22630-3337",122 E Main St,"Front Royal, VA 22630-3337",Phone: (540) 631-0773,Type: Brewpub,www.frontroyalbrewing.com,-78.1920219,38.918053,premise,rooftop,"122 e main st, front royal, va 22630, usa",38.91955788029149,38.9168599197085,-78.19062456970849,-78.19332253029151
Garden Grove Brewing Company,"3445 W Cary St, Richmond, VA 23221-2726",3445 W Cary St,"Richmond, VA 23221-2726",Phone: (804) 338-6029,Type: Taproom,www.gardengrovebrewing.com,-77.48595999999999,37.5548098,premise,rooftop,"3445 w cary st, richmond, va 23221, usa",37.5561467302915,37.5534487697085,-77.48461741970848,-77.4873153802915
Gloucester Brewing Company,"6778 Main St, Gloucester, VA 23061",6778 Main St,"Gloucester, VA 23061",Phone: (804) 210-1407,Type: Taproom,https://www.globrewco.com/,-76.52048409999999,37.4120542,premise,rooftop,"6778 main st, gloucester, va 23061, usa",37.41339628029149,37.4106983197085,-76.51913786970849,-76.5218358302915
Golden Cactus Brewing,"214 5th St SW, Roanoke, VA 24016",214 5th St SW,"Roanoke, VA 24016",NA,Type: Taproom,www.goldencactusbrewing.com,-79.9497519,37.27203009999999,premise,rooftop,"214 5th st sw, roanoke, va 24016, usa",37.2733537802915,37.2706558197085,-79.94839536970849,-79.9510933302915
"Great American Restaurants, Sweetwater Tavern","14250 Sweetwater Ln, Centreville, VA 20121-5336",14250 Sweetwater Ln,"Centreville, VA 20121-5336",Phone: (703) 449-1100,Type: Brewpub,www.greatamericanrestaurants.com,-77.4391438,38.8292968,premise,rooftop,"14250 sweetwater ln, centreville, va 20121, usa",38.83061363029149,38.82791566970849,-77.43780606970849,-77.4405040302915
"Great American Restaurants, Sweetwater Tavern","3066 Gate House Plz, Falls Church, VA 22042-1028",3066 Gate House Plz,"Falls Church, VA 22042-1028",Phone: (703) 645-8100,Type: Brewpub,www.greatamericanrestaurants.com,-77.2283897,38.8666548,street_address,rooftop,"3066 gate house plaza, falls church, va 22042, usa",38.8680037802915,38.8653058197085,-77.22704071970848,-77.2297386802915
Hammer & Forge Brewing Company,"70 Main Street, Boones Mill, VA 24064",70 Main Street,"Boones Mill, VA 24064",Phone: (540) 613-3913,Type: Taproom,www.hammerandforgebrewing.com,-79.9540328,37.1150131,street_address,rooftop,"70 main st, boones mill, va 24065, usa",37.11636208029149,37.1136641197085,-79.9526838197085,-79.9553817802915
Hardywood Park Craft Brewery,"2410 Ownby Ln, Richmond, VA 23220-1319",2410 Ownby Ln,"Richmond, VA 23220-1319",Phone: (804) 420-2420,Type: Regional,www.hardywood.com,-77.4575797,37.5649444,premise,rooftop,"2410 ownby ln, richmond, va 23220, usa",37.5663074302915,37.5636094697085,-77.45621106970849,-77.45890903029151
Hardywood Park Craft Brewery- West Creek,"820 Sanctuary Trail Dr, Richmond, VA 23238",820 Sanctuary Trail Dr,"Richmond, VA 23238",Phone: (804) 418-3548,Type: Micro,NA,-77.6520464,37.6154791,premise,rooftop,"820 sanctuary trail dr, richmond, va 23238, usa",37.6168303302915,37.6141323697085,-77.6507002697085,-77.6533982302915
Hawksbill Brewing Company,"22 Zerkel St, Luray, VA 22835-1913",22 Zerkel St,"Luray, VA 22835-1913",Phone: (540) 860-5608,Type: Taproom,www.hawksbillbrewing.com,-78.45809899999999,38.6647142,premise,rooftop,"22 zerkel st, luray, va 22835, usa",38.6660939302915,38.6633959697085,-78.4567058697085,-78.4594038302915
Heliotrope Brewery,"128 South Main Street, Lexington, VA 24450",128 South Main Street,"Lexington, VA 24450",Phone: (540) 458-3846,Type: Brewpub,NA,-79.443423,37.783395,street_address,rooftop,"128 s main st, lexington, va 24450, usa",37.78474398029149,37.7820460197085,-79.44207401970849,-79.44477198029149
Heritage Brewing Co,"9436 Center Point Ln, Manassas, VA 20110-1810",9436 Center Point Ln,"Manassas, VA 20110-1810",Phone: (571) 208-1355,Type: Micro,www.heritagebrewing.com,-77.4895437,38.752225,street_address,rooftop,"historic district, 9436 center point ln, manassas, va 20110, usa",38.75357398029149,38.75087601970849,-77.48819471970849,-77.49089268029151
Highmark Brewery,"390 Kings Hwy, Fredericksburg, VA 22405-3245",390 Kings Hwy,"Fredericksburg, VA 22405-3245",Phone: (763) 300-7575,Type: Taproom,www.highmarkbrewery.com,-77.43980839999999,38.2876292,premise,rooftop,"390 kings hwy, fredericksburg, va 22405, usa",38.2890657302915,38.2863677697085,-77.43840601970848,-77.4411039802915
Hillsborough Vineyards & Brewery,"36716 Charles Town Pike, Hillsboro, VA 20132",36716 Charles Town Pike,"Hillsboro, VA 20132",Phone: (540) 668-6216,Type: Taproom,www.hillsboroughwine.com,-77.7343683,39.2038988,street_address,range_interpolated,"36716 charles town pike, purcellville, va 20132, usa",39.2052477802915,39.2025498197085,-77.73301931970849,-77.73571728029151
Hopkins Ordinary Ale Works,"47 Main St, Sperryville, VA 22740",47 Main St,"Sperryville, VA 22740",Phone: (540) 987-3383,Type: Taproom,www.hopkinsordinary.com,-78.22692099999999,38.6577726,premise,rooftop,"47 main st, sperryville, va 22740, usa",38.659093780291506,38.65639581970851,-78.2255827697085,-78.22828073029152
House 6 Brewing,"44427 Atwater Dr., Ashburn, VA 20147",44427 Atwater Dr.,"Ashburn, VA 20147",Phone: (585) 520-5710,Type: Taproom,www.house6brewing.com,-77.4639005,39.0568684,premise,rooftop,"44427 atwater dr, ashburn, va 20147, usa",39.0582873302915,39.0555893697085,-77.4619214697085,-77.46461943029152
Intermission Beer Company,"10089 Brook Rd, Glen Allen, VA 23059",10089 Brook Rd,"Glen Allen, VA 23059",Phone: (804) 585-0405,Type: Taproom,www.intermissionbeer.com,-77.45831179999999,37.6730867,premise,rooftop,"10089 brook rd, glen allen, va 23059, usa",37.67439158029151,37.67169361970851,-77.45706416970849,-77.45976213029151
Iron Tree Brewing Company,"5 Roanoke St, Christiansburg, VA 24703",5 Roanoke St,"Christiansburg, VA 24703",NA,Type: Taproom,www.irontreebrewing.com,-80.4068741,37.1307207,premise,rooftop,"5 roanoke st, christiansburg, va 24073, usa",37.1320405302915,37.12934256970851,-80.40553301970849,-80.4082309802915
Isley Brewing Company,"1715 Summit Ave, Richmond, VA 23230-4515",1715 Summit Ave,"Richmond, VA 23230-4515",Phone: (804) 716-2132,Type: Micro,www.isleybrewingcompany.com,-77.46840329999999,37.5689251,premise,rooftop,"1715 summit ave, richmond, va 23230, usa",37.5702602302915,37.5675622697085,-77.46705491970849,-77.4697528802915
Jack Mason's Tavern and Brewery,"400 E Ridgeway St, Clifton Forge, VA 24422-1327",400 E Ridgeway St,"Clifton Forge, VA 24422-1327",Phone: (540) 862-5624,Type: Brewpub,www.jackmasonstavern.com,-79.8274419,37.8151759,premise,rooftop,"400 e ridgeway st, clifton forge, va 24422, usa",37.81655758029149,37.8138596197085,-79.8261087697085,-79.8288067302915
James River Brewery,"561 Valley St, Scottsville, VA 24590-4983",561 Valley St,"Scottsville, VA 24590-4983",Phone: (434) 286-7837,Type: Taproom,www.jrbrewery.com/home.html,-78.4959272,37.8004256,premise,rooftop,"561 valley st, scottsville, va 24590, usa",37.8017740302915,37.79907606970851,-78.4945517697085,-78.4972497302915
Kilmarnock Brewhaus,"44 W Church St, Kilmarnock, VA 22482",44 W Church St,"Kilmarnock, VA 22482",Phone: (804) 436-6207,Type: Brewpub,www.kilmarnock-brewhaus.com,-76.3816044,37.7108858,street_address,rooftop,"44 w church st, kilmarnock, va 22482, usa",37.7122347802915,37.7095368197085,-76.3802554197085,-76.38295338029151
Kindred Spirit Brewing,"12830 West Creek Pkwy Ste J, Richmond, VA 23238-1126",12830 West Creek Pkwy Ste J,"Richmond, VA 23238-1126",Phone: (804) 708-0309,Type: Taproom,www.kindredspiritbrewing.com,-77.6696292,37.6100051,subpremise,rooftop,"12830 w creek pkwy j, richmond, va 23238, usa",37.6113229802915,37.6086250197085,-77.6683229197085,-77.67102088029151
Krikelkay Brewing Company,"201 Old Courthouse Rd, Appomattox, VA 24522-4034",201 Old Courthouse Rd,"Appomattox, VA 24522-4034",Phone: (434) 426-3419,Type: Taproom,www.krikelkaybrewing.com,-78.8331767,37.3653191,subpremise,rooftop,"201 old courthouse rd, appomattox, va 24522, usa",37.3666842802915,37.3639863197085,-78.83183421970848,-78.8345321802915
Lake Anne Brew House,"11424 Washington Plz W, Reston, VA 20190-4310",11424 Washington Plz W,"Reston, VA 20190-4310",Phone: (571) 758-2739,Type: Taproom,www.lakeannebrewhouse.com,-77.3412153,38.9684251,street_address,rooftop,"11424 washington plaza w, reston, va 20190, usa",38.96977408029149,38.9670761197085,-77.33986631970849,-77.34256428029151
Legend Brewing Co,"1 High St, Portsmouth, VA 23704-3814",1 High St,"Portsmouth, VA 23704-3814",Phone: (804) 232-8871,Type: Brewpub,NA,-76.2966486,36.8348448,premise,rooftop,"1 high st, portsmouth, va 23704, usa",36.8361957802915,36.8334978197085,-76.29526436970849,-76.2979623302915
Lickinghole Creek Craft Brewery,"4100 Knolls Point Dr, Goochland, VA 23063-2858",4100 Knolls Point Dr,"Goochland, VA 23063-2858",Phone: (804) 314-8717,Type: Micro,www.lickingholecreek.com,-78.0098838,37.7440598,premise,rooftop,"4100 knolls point dr, goochland, va 23063, usa",37.74540938029149,37.7427114197085,-78.0085125197085,-78.01121048029151
Little Washington Brewery,"72 Christmas Tree Lane, Washington , VA 22747",72 Christmas Tree Lane,"Washington , VA 22747",Phone: (540) 987-8330,Type: Taproom,Www.littlewashingtonbrewery.com,-78.18758,38.6937244,street_address,rooftop,"72 christmas tree ln, washington, va 22747, usa",38.6950733802915,38.6923754197085,-78.18623101970849,-78.1889289802915
"Little Washington Brewery, LLC","72 Christmas Tree Lane, Washington, VA 22747",72 Christmas Tree Lane,"Washington, VA 22747",Phone: (540) 987-8330,Type: Taproom,Www.littlewashingtonbrewery.com,-78.18758,38.6937244,street_address,rooftop,"72 christmas tree ln, washington, va 22747, usa",38.6950733802915,38.6923754197085,-78.18623101970849,-78.1889289802915
Lonesome Pine Brewing Co.,"15 East Main Street, Lebanon, VA 24266",15 East Main Street,"Lebanon, VA 24266",Phone: (276) 880-0278,Type: Taproom,www.lonesomepinebrewing.com,-82.0800203,36.9011742,street_address,range_interpolated,"15 e main st, lebanon, va 24266, usa",36.9025231802915,36.8998252197085,-82.0786713197085,-82.08136928029151
Long Way Brewing,"501 2nd St, Radford, VA 24141-1403",501 2nd St,"Radford, VA 24141-1403",Phone: (540) 838-2229,Type: Taproom,www.longwaybrewing.com,-80.577152,37.1318081,premise,rooftop,"501 2nd st, radford, va 24141, usa",37.13316938029149,37.13047141970849,-80.57579416970849,-80.57849213029151
"Loose Shoe Brewing Company, LLC","198 Ambriar Plz, Amherst, VA 24521",198 Ambriar Plz,"Amherst, VA 24521",Phone: 434-946-BEER,Type: Brewpub,www.looseshoebrewing.com,-79.0631365,37.5650886,street_address,rooftop,"198 ambriar plaza, amherst, va 24521, usa",37.56643758029149,37.5637396197085,-79.0617875197085,-79.06448548029151
Lost Barrel Brewing,"36138 John Mosby Hwy, Middleburg, VA 20117",36138 John Mosby Hwy,"Middleburg, VA 20117",NA,Type: Brewpub,www.lostbarrel.com,-77.7550637,38.96770590000001,street_address,rooftop,"36138 john mosby hwy, middleburg, va 20117, usa",38.96905488029151,38.96635691970851,-77.75371471970848,-77.75641268029149
Lost Rhino Brewing Co,"21730 Red Rum Dr Ste 142, Ashburn, VA 20147-5870",21730 Red Rum Dr Ste 142,"Ashburn, VA 20147-5870",Phone: (571) 291-2083,Type: Micro,www.lostrhino.com,-77.47575619999999,39.0159814,subpremise,rooftop,"21730 red rum dr #142, ashburn, va 20147, usa",39.0173303802915,39.0146324197085,-77.4744072197085,-77.4771051802915
Loudoun Brewing Co,"310 E Market St, Leesburg, VA 20176-4101",310 E Market St,"Leesburg, VA 20176-4101",Phone: (571) 223-6097,Type: Taproom,www.loudounbrewing.com,-77.5590706,39.1128266,street_address,rooftop,"310 e market st, leesburg, va 20176, usa",39.1141755802915,39.1114776197085,-77.55772161970849,-77.56041958029151
Main Line Brewery,"1603 Ownby Ln, Richmond, VA 23220",1603 Ownby Ln,"Richmond, VA 23220",Phone: (804) 387-9670,Type: Taproom,www.mainlinerva.com,-77.4582757,37.5622363,premise,rooftop,"1603 ownby ln, richmond, va 23220, usa",37.5635443302915,37.5608463697085,-77.4569001197085,-77.4595980802915
Maker's Craft Brewery,"735 E 23rd St, Norfolk, VA 23504-1905",735 E 23rd St,"Norfolk, VA 23504-1905",Phone: (303) 709-4420,Type: Taproom,www.makers.beer,-76.278595,36.8680857,premise,rooftop,"735 e 23rd st, norfolk, va 23504, usa",36.8694872802915,36.8667893197085,-76.27723476970849,-76.27993273029149
Maltese Brewing Company,"11047 Pierson Drive, Fredericksburg, VA 22408",11047 Pierson Drive,"Fredericksburg, VA 22408",Phone: (540) 385-9360,Type: Taproom,www.maltesebrewing.com,-77.4366257,38.2608018,premise,rooftop,"11047 pierson dr, fredericksburg, va 22408, usa",38.26212213029149,38.2594241697085,-77.43526596970848,-77.4379639302915
Meriwether Springs Vineyard and Brewery,"1040 Owensville Rd, Charlottesville, VA 22901-9517",1040 Owensville Rd,"Charlottesville, VA 22901-9517",Phone: (434) 244-5086,Type: Brewpub,www.meriwethersprings.com,-78.592081,38.065237,street_address,rooftop,"1040 owensville rd, charlottesville, va 22901, usa",38.06658598029149,38.06388801970849,-78.59073201970848,-78.5934299802915
Midnight Brewery,"2410 Granite Ridge Rd Ste B, Rockville, VA 23146-2234",2410 Granite Ridge Rd Ste B,"Rockville, VA 23146-2234",Phone: (804) 356-9379,Type: Micro,www.midnight-brewery.com,-77.665916,37.6984242,subpremise,rooftop,"2410 granite ridge rd b, rockville, va 23146, usa",37.6997651302915,37.6970671697085,-77.6645726697085,-77.66727063029151
MoMac Brewing Company,"3228 Academy Ave, Portsmouth, VA 23703-3203",3228 Academy Ave,"Portsmouth, VA 23703-3203",Phone: (757) 383-9572,Type: Taproom,www.momacbrewing.com,-76.3981781,36.8632227,street_address,rooftop,"3228 academy ave, portsmouth, va 23703, usa",36.8645716802915,36.8618737197085,-76.3968291197085,-76.3995270802915
Molly’s Blind Dog Brewery,"4515 W Hundred Rd, Chester, VA 23831",4515 W Hundred Rd,"Chester, VA 23831",Phone: (804)530-9022,Type: Taproom,www.mollysbicycleshop.com,-77.4493888,37.3537385,premise,rooftop,"4515 w hundred rd, chester, va 23831, usa",37.3550769302915,37.3523789697085,-77.44805351970848,-77.45075148029149
Montross Brewery,"15381 Kings Hwy, Montross, VA 22520-2746",15381 Kings Hwy,"Montross, VA 22520-2746",Phone: (804) 452-7394,Type: Taproom,www.montrossbrewery.com,-76.8340303,38.0935333,premise,rooftop,"15381 kings hwy, montross, va 22520, usa",38.09489983029151,38.09220186970851,-76.83267371970848,-76.8353716802915
Moon Hollow Brewing Company,"4237 Prices Fork Rd Ste B, Blacksburg, VA 24060",4237 Prices Fork Rd Ste B,"Blacksburg, VA 24060",Phone: (540) 505-2293,Type: Taproom,www.moonhollowbrewing.com,-80.4909759,37.2077779,subpremise,rooftop,"4237 prices fork rd b, blacksburg, va 24060, usa",37.2091178302915,37.2064198697085,-80.4896434697085,-80.4923414302915
Mount Ida Reserve,"5600 Moonlight Dr, Scottsville, VA 24590",5600 Moonlight Dr,"Scottsville, VA 24590",Phone: (434) 286-4282,Type: Taproom,www.mountidareserve.com,-78.48336859999999,37.8696959,street_address,range_interpolated,"5600 moonlight dr, scottsville, va 24590, usa",37.87104488029149,37.86834691970849,-78.48201961970848,-78.48471758029149
Mountain Valley Brewing,"4220 Mountain Valley Rd, Axton, VA 24054-2985",4220 Mountain Valley Rd,"Axton, VA 24054-2985",Phone: (276) 833-2171,Type: Taproom,Www.mountainvalleybrewing.com,-79.705729,36.7157496,premise,rooftop,"4220 mountain valley rd, axton, va 24054, usa",36.7170883302915,36.7143903697085,-79.70437136970848,-79.7070693302915
Mud Hound Brewing Co / MacDowell Brew Kitchen,"202B Harrison St SE, Leesburg, VA 20175-3701",202B Harrison St SE,"Leesburg, VA 20175-3701",Phone: (703) 777-2739,Type: Brewpub,www.macdowellbrewkitchen.com,-77.562465,39.11257990000001,street_address,rooftop,"202 harrison st se, leesburg, va 20175, usa",39.11392888029151,39.11123091970851,-77.56111601970849,-77.5638139802915
Mustang Sally Brewing Co,"14140 Parke Long, Chantilly, VA 20151-4009",14140 Parke Long,"Chantilly, VA 20151-4009",Phone: (703) 888-6447,Type: Taproom,www.msbrewing.com,-77.43765669999999,38.8923573,premise,rooftop,"14140 parke long ct, chantilly, va 20151, usa",38.8936563302915,38.89095836970851,-77.4362623697085,-77.43896033029151
Nansemond Brewing Station,"212 E Washington St, Suffolk, VA 23434-4514",212 E Washington St,"Suffolk, VA 23434-4514",Phone: (757) 533-1173,Type: Taproom,NA,-76.58038119999999,36.7275429,street_address,rooftop,"212 e washington st, suffolk, va 23434, usa",36.7288918802915,36.7261939197085,-76.5790322197085,-76.5817301802915
New District Brewing Company,"2709 S Oakland St, Arlington, VA 22206-2309",2709 S Oakland St,"Arlington, VA 22206-2309",Phone: (703) 888-5820,Type: Taproom,www.newdistrictbrewing.com,-77.089677,38.8436838,premise,rooftop,"2709 s oakland st, arlington, va 22206, usa",38.8450023302915,38.8423043697085,-77.0883046197085,-77.0910025802915
New Realm Brewing,"1209 Craft Ln, Virginia Beach, VA 23454",1209 Craft Ln,"Virginia Beach, VA 23454",NA,Type: Micro,NA,-76.0061641,36.7765815,premise,rooftop,"1209 craft ln, virginia beach, va 23454, usa",36.7779355802915,36.77523761970851,-76.00479621970851,-76.00749418029152
O'Connor Brewing Co,"211 W 24th St, Norfolk, VA 23517-1303",211 W 24th St,"Norfolk, VA 23517-1303",Phone: (757) 623-2337,Type: Micro,www.oconnorbrewing.com,-76.2863778,36.8698225,premise,rooftop,"211 w 24th st, norfolk, va 23517, usa",36.8712041302915,36.8685061697085,-76.2850224697085,-76.28772043029151
Ocelot Brewing Co,"23600 Overland Dr Ste 180, Dulles, VA 20166-4441",23600 Overland Dr Ste 180,"Dulles, VA 20166-4441",Phone: (703) 665-2146,Type: Micro,www.ocelotbrewing.com,-77.4993234,38.9633111,subpremise,rooftop,"23600 overland dr #180, sterling, va 20166, usa",38.9646462802915,38.9619483197085,-77.49794656970849,-77.50064453029151
Octonia Stone Brew Works,"14902 Spotswood Trail, Ruckersville, VA 22968",14902 Spotswood Trail,"Ruckersville, VA 22968",Phone: (434) 409-4176,Type: Taproom,www.octonia.beer,-78.36913440000001,38.2328098,premise,rooftop,"14902 spotswood trail, ruckersville, va 22968, usa",38.23417603029149,38.23147806970849,-78.36776491970849,-78.3704628802915
Old 690 Brewing Co,"15670 Ashbury Church Rd, Purcellville, VA 20132-2817",15670 Ashbury Church Rd,"Purcellville, VA 20132-2817",Phone: (540) 668-7023,Type: Brewpub,www.old690.com,-77.7271901,39.1834408,premise,rooftop,"15670 ashbury church rd, purcellville, va 20132, usa",39.1848248802915,39.1821269197085,-77.7257979197085,-77.7284958802915
Old Bust Head Brewing Company,"7136 Farm Station Road, Vint Hill, VA 20187-3949",7136 Farm Station Road,"Vint Hill, VA 20187-3949",Phone: (540) 347-4777,Type: Micro,www.oldbusthead.com,-77.6747425,38.7431667,street_address,range_interpolated,"7136 farm station rd, warrenton, va 20187, usa",38.7445156802915,38.7418177197085,-77.67339351970848,-77.67609148029149
Old House Vineyards,"18351 Corkys Ln, Culpeper, VA 22701",18351 Corkys Ln,"Culpeper, VA 22701",Phone: (540) 423-1032,Type: Taproom,www.oldhousevineyards.com,-77.91309319999999,38.4546356,street_address,rooftop,"18351 corkys ln, culpeper, va 22701, usa",38.45598458029149,38.45328661970849,-77.91174421970848,-77.91444218029149
Old Ox Brewery LLC,"44652 Guilford Dr Ste 114, Ashburn, VA 20147-6006",44652 Guilford Dr Ste 114,"Ashburn, VA 20147-6006",Phone: (703) 729-8375,Type: Taproom,www.oldoxbrewery.com,-77.4558342,39.0220103,subpremise,rooftop,"44652 guilford dr ste 114, ashburn, va 20147, usa",39.0233592802915,39.0206613197085,-77.4544852197085,-77.45718318029151
Old Rappahannock Brewing Company,"124 Main St, Warsaw, VA 22572",124 Main St,"Warsaw, VA 22572",NA,Type: Brewpub,https://www.oldrapp.com/,-76.7561748,37.9596389,street_address,rooftop,"124 main st, warsaw, va 22572, usa",37.9609878802915,37.95828991970851,-76.7548258197085,-76.7575237802915
Old Trade Brewery,"13270 Alanthus Rd, Brandy Station, VA 22714-1905",13270 Alanthus Rd,"Brandy Station, VA 22714-1905",Phone: (774) 218-8645,Type: Micro,www.oldtradebrewery.com,-77.90761719999999,38.5186939,premise,rooftop,"13270 alanthus rd, brandy station, va 22714, usa",38.5200509302915,38.5173529697085,-77.9062715697085,-77.90896953029151
Olde Salem Brewing Company,"21 E Main St, Salem, VA 24153-3806",21 E Main St,"Salem, VA 24153-3806",Phone: 504-404-4399,Type: Taproom,oldesalembrewing.com,-80.0578171,37.2929204,street_address,rooftop,"21 e main st, salem, va 24153, usa",37.2942693802915,37.2915714197085,-80.0564681197085,-80.0591660802915
Ono Brewing Company,"4520 Daly Dr Ste 102, Chantilly, VA 20151-3735",4520 Daly Dr Ste 102,"Chantilly, VA 20151-3735",Phone: (571) 409-6662,Type: Taproom,www.onobrewco.com,-77.44490979999999,38.8832172,subpremise,rooftop,"4520 daly dr #102, chantilly, va 20151, usa",38.8845661802915,38.8818682197085,-77.4435608197085,-77.4462587802915
Origin Beer Lab,"106 South Railroad Ave, Ashland, VA 23005",106 South Railroad Ave,"Ashland, VA 23005",Phone: (804) 299-2389,Type: Micro,www.originbeerlab.com,-77.48172,37.7583932,street_address,rooftop,"106 s railroad ave, ashland, va 23005, usa",37.7597421802915,37.7570442197085,-77.48037101970849,-77.4830689802915
Ornery Beer Company - Bristow,"8088 Flannery Ct., Manassas, VA 20109",8088 Flannery Ct.,"Manassas, VA 20109",Phone: (703) 447-1180,Type: Brewpub,NA,-77.55812089999999,38.782273000000004,street_address,rooftop,"8088 flannery ct, manassas, va 20109, usa",38.7836219802915,38.7809240197085,-77.55677191970848,-77.55946988029149
Pale Fire Brewing Co,"217 S Liberty St Ste 105, Harrisonburg, VA 22801-3675",217 S Liberty St Ste 105,"Harrisonburg, VA 22801-3675",Phone: (540) 217-5452,Type: Taproom,www.palefirebrewing.com,-78.8721451,38.4470179,subpremise,rooftop,"217 s liberty st #105, harrisonburg, va 22801, usa",38.44836688029149,38.4456689197085,-78.87079611970849,-78.87349408029151
