name,addr,street,citystatezip,phone,type,website,lon,lat,addrtype,loctype,address,north,south,east,west
Patuxent Brewing Co,"3261 Old Washington Rd Ste 2020, Waldorf, MD 20602-3231",3261 Old Washington Rd Ste 2020,"Waldorf, MD 20602-3231",Phone: (240) 702-2611,Type: Taproom,www.patuxentbrewing.com,-76.9113469,38.6222039,subpremise,rooftop,"3261 old washington rd suite 2020, waldorf, md 20602, usa",38.6235528802915,38.6208549197085,-76.90999791970849,-76.91269588029151
Peabody Heights Brewery,"401 E 30th St, Baltimore, MD 21218-3935",401 E 30th St,"Baltimore, MD 21218-3935",Phone: (410) 467-7837,Type: Micro,www.peabodyheightsbrewery.com,-76.61049270000001,39.324182,premise,rooftop,"401 e 30th st, baltimore, md 21218, usa",39.3256785302915,39.32298056970851,-76.6090637197085,-76.61176168029151
Pherm Brewing Co,"1041 MD-3, Gambrills, MD 21054",1041 MD-3,"Gambrills, MD 21054",Phone: 443-302-2535,Type: Taproom,https://phermbrewing.com/,-76.68557559999999,39.0276085,premise,rooftop,"1041 md-3, gambrills, md 21054, usa",39.0287148802915,39.0260169197085,-76.6844642697085,-76.6871622302915
Pipe The Side Brewing Company,"721 Hanover Pike, Hampstead, MD 21074-2046",721 Hanover Pike,"Hampstead, MD 21074-2046",Phone: (443) 639-2980,Type: Taproom,www.pipethesidebrewingcompany.com,-76.8434465,39.5941686,premise,rooftop,"721 hanover pike, hampstead, md 21074, usa",39.59560408029149,39.59290611970849,-76.8423994197085,-76.8450973802915
Pooles Island Brewing Company,"11695 Crossroads Circle, Middle River, MD 21220-2818",11695 Crossroads Circle,"Middle River, MD 21220-2818",Phone: (302) 312-7011,Type: Taproom,www.poolesbrewing.com,-76.402045,39.352017,street_address,rooftop,"11695 crossroads cir, baltimore, md 21220, usa",39.3533659802915,39.3506680197085,-76.40069601970849,-76.40339398029151
Pratt Street Ale House,"206 W Pratt St, Baltimore, MD 21201-2426",206 W Pratt St,"Baltimore, MD 21201-2426",Phone: (410) 244-8900,Type: Brewpub,www.oliverales.com,-76.61815659999999,39.2865167,street_address,rooftop,"206 w pratt st, baltimore, md 21201, usa",39.2878656802915,39.2851677197085,-76.61680761970848,-76.6195055802915
RAR Brewing,"504 Poplar St, Cambridge, MD 21613-1834",504 Poplar St,"Cambridge, MD 21613-1834",Phone: (410) 725-7922,Type: Proprietor,www.rarbrewing.com,-76.0775563,38.5702278,premise,rooftop,"504 poplar st, cambridge, md 21613, usa",38.57168173029149,38.5689837697085,-76.0762390197085,-76.07893698029152
Reckless Ale Works,"6695 Dobbin Rd, Columbia, MD 21045-4755",6695 Dobbin Rd,"Columbia, MD 21045-4755",Phone: (410) 312-4907,Type: Brewpub,www.friscogrille.com,-76.8251542,39.1858351,premise,rooftop,"6695 dobbin rd, columbia, md 21045, usa",39.18721328029149,39.1845153197085,-76.82376621970849,-76.82646418029151
Red Shedman Farm Brewery,"13601 Glissans Mill Rd, Mount Airy, MD 21771-8507",13601 Glissans Mill Rd,"Mount Airy, MD 21771-8507",Phone: (301) 831-5889,Type: Micro,www.redshedman.com,-77.1926425,39.4234596,street_address,rooftop,"13601 glissans mill rd, mt airy, md 21771, usa",39.4248085802915,39.4221106197085,-77.19129351970851,-77.19399148029152
Rock Bottom Brewery - Bethesda,"7900 Norfolk Ave, Bethesda, MD 20814-2502",7900 Norfolk Ave,"Bethesda, MD 20814-2502",Phone: (301) 652-1311,Type: Brewpub,www.rockbottom.com,-77.097719,38.9889231,street_address,rooftop,"7900 norfolk ave, bethesda, md 20814, usa",38.9902720802915,38.9875741197085,-77.0963700197085,-77.09906798029151
Route 40 Brewing & Distilling Company,"11 W Main St, Frostburg, MD 21532",11 W Main St,"Frostburg, MD 21532",Phone: (240) 558 – 9463,Type: Taproom,https://route40brewing.com/,-78.92816119999999,39.6578079,premise,rooftop,"11 w main st, frostburg, md 21532, usa",39.6591616302915,39.6564636697085,-78.9267985697085,-78.9294965302915
Ruddy Duck Brewery and Grill,"13200 Dowell Rd, Dowell, MD 20629",13200 Dowell Rd,"Dowell, MD 20629",Phone: (410) 394-3825,Type: Brewpub,www.ruddyduckbrewery.com,-76.457348,38.3506001,premise,rooftop,"13200 dowell rd, dowell, md 20629, usa",38.3519220802915,38.3492241197085,-76.4559998697085,-76.45869783029151
Ruhlman Brewery/Our Ales,"2300 Harvey Gummel Rd, Hampstead, MD 21074-1033",2300 Harvey Gummel Rd,"Hampstead, MD 21074-1033",Phone: (410) 259-4166,Type: Micro,www.ourales.com,-76.90988899999999,39.63738,street_address,rooftop,"2300 harvey gummel rd, hampstead, md 21074, usa",39.6387289802915,39.6360310197085,-76.90854001970848,-76.9112379802915
Saints Row Brewing,"1211 Taft St, Rockville, MD 20850-1344",1211 Taft St,"Rockville, MD 20850-1344",NA,Type: Taproom,www.saintsrowbeer.com,-77.13349389999999,39.0934856,street_address,rooftop,"1211 taft st, rockville, md 20850, usa",39.0948345802915,39.0921366197085,-77.13214491970848,-77.13484288029149
Sapwood Cellars,"8980 MD-108 Ste MNO, Columbia, MD 21045",8980 MD-108 Ste MNO,"Columbia, MD 21045",Phone: (443) 542-9304,Type: Micro,www.sapwoodcellars.com,-76.8230766,39.2293948,subpremise,rooftop,"8980 md-108 suite mno, columbia, md 21045, usa",39.2307437802915,39.2280458197085,-76.82172761970848,-76.8244255802915
Scorpion Brewing,"929 Skinners Turn Rd, Suite 100, Owings, MD 20736","929 Skinners Turn Rd, Suite 100","Owings, MD 20736",Phone: (703) 307-2400,Type: Taproom,www.scorpionbrewing.com,-76.6184814,38.6831148,subpremise,rooftop,"929 skinners turn rd #100, owings, md 20736, usa",38.6844367302915,38.6817387697085,-76.61716161970848,-76.61985958029149
Silver Branch Brewing Company,"8401 Colesville Rd Ste 150, Silver Spring, MD 20910-3487",8401 Colesville Rd Ste 150,"Silver Spring, MD 20910-3487",Phone: (202) 841-8646,Type: Micro,www.silverbranchbrewing.com,-77.0312227,38.9949818,subpremise,rooftop,"8401 colesville rd #150, silver spring, md 20910, usa",38.9963307802915,38.9936328197085,-77.02987371970849,-77.03257168029151
Slate Farm Brewery,"2128 Whiteford Rd, Whiteford, MD 21160-1402",2128 Whiteford Rd,"Whiteford, MD 21160-1402",Phone: (410) 528-7443,Type: Brewpub,www.slatefarmbrewery.com,-76.32530539999999,39.69858370000001,street_address,rooftop,"2128 whiteford rd, whiteford, md 21160, usa",39.69993268029151,39.69723471970851,-76.32395641970848,-76.32665438029149
Smoketown Brewing Station,"223 W Potomac St, Brunswick, MD 21716-1117",223 W Potomac St,"Brunswick, MD 21716-1117",Phone: (301) 834-4828,Type: Taproom,www.smoketownbrewing.com,-77.630299,39.3137964,premise,rooftop,"223 w potomac st, brunswick, md 21716, usa",39.31516678029151,39.31246881970851,-77.6289152697085,-77.6316132302915
Smoketown Creekside,"400 Sagner Ave Suite #100, Frederick, MD 21701",400 Sagner Ave Suite #100,"Frederick, MD 21701",Phone: (301) 834-4828,Type: Taproom,NA,-77.40332569945384,39.41235353002384,NA,NA,NA,NA,NA,NA,NA
Steinhardt Brewing Company,"340 E Patrick St, Frederick, MD 21703-6947",340 E Patrick St,"Frederick, MD 21703-6947",Phone: (301) 471-0901,Type: Taproom,www.steinhardtbrewing.com,-77.4038066,39.4135062,premise,rooftop,"340 e patrick st, frederick, md 21701, usa",39.4147102302915,39.4120122697085,-77.40245516970849,-77.4051531302915
Streetcar 82 Brewing Co.,"4824 Rhode Island Ave, Hyattsville, MD 20781-2034",4824 Rhode Island Ave,"Hyattsville, MD 20781-2034",Phone: (240) 782-0152,Type: Taproom,www.streetcar82brewing.com,-76.94303819999999,38.9493023,premise,rooftop,"4824 rhode island ave, hyattsville, md 20781, usa",38.95066463029149,38.94796666970849,-76.94166581970849,-76.9443637802915
Suspended Brewing Company,"912 Washington Blvd, Baltimore, MD 21230-2318",912 Washington Blvd,"Baltimore, MD 21230-2318",Phone: (301) 646-6359,Type: Taproom,www.suspendedbrewing.com,-76.63150139999999,39.2831103,premise,rooftop,"912 washington blvd, baltimore, md 21230, usa",39.2844595802915,39.2817616197085,-76.6301609697085,-76.63285893029152
Tall Tales Brewing Co. LLC,"6929 Heron Grove Ct Ste 102, Parsonsburg, MD 21849-2155",6929 Heron Grove Ct Ste 102,"Parsonsburg, MD 21849-2155",Phone: (410) 543-2739,Type: Brewpub,www.talltalesbrew.com,-75.4707028,38.3819566,subpremise,rooftop,"6929 heron grove ct #102, parsonsburg, md 21849, usa",38.3831660302915,38.3804680697085,-75.4689641197085,-75.47166208029151
Ten Eyck Brewing,"205 Grange Hall Rd, Queenstown, MD 21658-1386",205 Grange Hall Rd,"Queenstown, MD 21658-1386",Phone: 443-347-3637,Type: Taproom,www.teneyckbrewing.com,-76.0772094,38.9562149,street_address,rooftop,"205 grange hall rd, queenstown, md 21658, usa",38.9575638802915,38.9548659197085,-76.07586041970849,-76.07855838029151
The Brewer's Art / Old Line Brewery LLC,"1106 N Charles St, Baltimore, MD 21201-5557",1106 N Charles St,"Baltimore, MD 21201-5557",Phone: (410) 547-6925,Type: Brewpub,www.thebrewersart.com,-76.6164053,39.3027666,premise,rooftop,"1106 n charles st, baltimore, md 21201, usa",39.3041103802915,39.3014124197085,-76.61504286970849,-76.6177408302915
True Respite Brewing Company,"7301 Calhoun Pl Ste 600, Derwood, MD 20855-2740",7301 Calhoun Pl Ste 600,"Derwood, MD 20855-2740",Phone: (301) 284-8447,Type: Taproom,www.truerespite.com,-77.1469687,39.1079209,subpremise,rooftop,"7301 calhoun pl #600, derwood, md 20855, usa",39.1092698802915,39.1065719197085,-77.14561971970849,-77.14831768029151
Union Craft Brewing,"1700 W 41st St #420, Baltimore, MD 21211",1700 W 41st St #420,"Baltimore, MD 21211",Phone: (410) 616-9282,Type: Micro,www.unioncraftbrewing.com,-76.6444394724721,39.336719744528004,NA,NA,NA,NA,NA,NA,NA
Upper Stem Brewery,"20150 Leitersburg Pike, Hagerstown, MD 21742",20150 Leitersburg Pike,"Hagerstown, MD 21742",NA,Type: Taproom,www.upperstembrewery.com,-77.66849959999999,39.6856534,premise,rooftop,"20150 leitersburg pike, hagerstown, md 21742, usa",39.68699618029149,39.6842982197085,-77.66714401970849,-77.66984198029151
Valhalla Brewing Company,"41 Cherry Hill Rd, Elkton, MD 21921",41 Cherry Hill Rd,"Elkton, MD 21921",Phone: (443) 207-8059,Type: Brewpub,www.valhallabrewco.com,-75.8514663,39.6553413,premise,rooftop,"41 cherry hill rd, elkton, md 21921, usa",39.6566819802915,39.6539840197085,-75.8501598197085,-75.8528577802915
Waredaca Brewing Company,"4017 Damascus Rd, Gaithersburg, MD 20882-2105",4017 Damascus Rd,"Gaithersburg, MD 20882-2105",Phone: (240) 432-2255,Type: Taproom,www.waredacabrewing.com,-77.0801601,39.2301324,premise,rooftop,"4017 damascus rd, gaithersburg, md 20882, usa",39.23147738029149,39.22877941970849,-77.0787916697085,-77.0814896302915
Waverly Brewing Company,"1625-C Union Ave, Baltimore, MD 21211",1625-C Union Ave,"Baltimore, MD 21211",Phone: (443) 438-5765,Type: Taproom,www.waverlybrewingcompany.com,-76.6414968,39.3318176,premise,rooftop,"1625 union ave, baltimore, md 21211, usa",39.33319613029149,39.33049816970849,-76.6401850197085,-76.6428829802915
Wet City Brewing,"223 W Chase St, Baltimore, MD 21201",223 W Chase St,"Baltimore, MD 21201",Phone: (443) 873-6699,Type: Brewpub,www.wetcitybrewing.com,-76.6189553,39.3016099,premise,rooftop,"223 w chase st, baltimore, md 21201, usa",39.3029481802915,39.3002502197085,-76.61762136970847,-76.6203193302915
White Marsh Brewing Co/Red Brick Station,"8149 Honeygo Blvd Ste A, Baltimore, MD 21236-8209",8149 Honeygo Blvd Ste A,"Baltimore, MD 21236-8209",Phone: (410) 931-7827,Type: Micro,www.redbrickstation.com,-76.4643069,39.3714588,subpremise,rooftop,"8149 honeygo blvd a, nottingham, md 21236, usa",39.3727765302915,39.3700785697085,-76.46295801970848,-76.46565598029149
